appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,estimated players,estimated active players,average total playtime,average recent playtime,release_date,days_from_release,languages_supports,review_num,positive_rate,cut_time,average_cut,duration,average_price,fix
1139940,ATOM RPG Trudograd,AtomTeam,AtomTeam,,871,86,0,"20,000 .. 50,000",0,0,0,0,10.99,1099,0,45,"English, Russian","RPG, Early Access","{'RPG': 107, 'Post-apocalyptic': 50, 'Exploration': 43, 'Isometric': 38, 'Turn-Based Combat': 34, 'Survival': 32, 'Turn-Based': 32, 'Open World': 31, 'Singleplayer': 29, 'Violent': 27, 'Atmospheric': 26, 'Sexual Content': 26, 'Tactical': 26, 'Classic': 26, 'Early Access': 26, 'Gore': 25, 'Choices Matter': 24, 'Replay Value': 21, 'Dystopian ': 19, 'Great Soundtrack': 16}",51000.0,18000000.0,2.3h,1.2h,"May 11, 2020",472,2,957,0.91,6,0.21,5,9.93,True
598700,The Vagrant,O.T.K Games,SakuraGame,,5289,514,0,"200,000 .. 500,000",990,0,1480,0,3.99,399,0,20,"English, Simplified Chinese, Traditional Chinese, Japanese, Italian, Russian, Korean, Ukrainian, Portuguese - Brazil, Spanish - Spain","Action, Adventure, Indie, RPG","{'Female Protagonist': 208, 'Action': 171, '2D': 162, 'Metroidvania': 151, 'RPG': 140, 'Side Scroller': 136, 'Adventure': 116, 'Indie': 97, 'Anime': 86, 'Singleplayer': 78, 'Hack and Slash': 74, ""Beat 'em up"": 69, 'Nudity': 60, 'Great Soundtrack': 31, 'Dark Fantasy': 30, 'Platformer': 30, 'Classic': 26, 'Story Rich': 25, 'Sexual Content': 23, 'Fantasy': 18}",702000.0,112000000.0,4.3h,0.6h,"Jul 13, 2018",1140,10,5803,0.91,32,0.58,12,3.04,True
325100,MAGIX PC Check & Tuning 2015,simplitec GmbH,MAGIX Software GmbH,,87,66,0,"0 .. 20,000",1713,0,1713,0,0.0,0,0,1,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese, Russian",,{'Utilities': 30},49000.0,1000000.0,11.9h,0.1h,"Nov 3, 2014",2491,9,153,0.5686274509803921,7,0.44,8,39.1,True
46700,Ironclads: American Civil War,Totem Games,Strategy First,,10,35,0,"20,000 .. 50,000",0,0,0,0,9.99,999,0,0,English,Strategy,"{'Strategy': 25, 'Naval': 5}",424000.0,1000000.0,0.1h,0h,"Apr 28, 2010",4138,1,45,0.22,7,0.84,11,5.78,True
553960,Husk,UndeadScout,IMGN.PRO,,269,347,0,"100,000 .. 200,000",80,0,104,0,19.99,1999,0,0,"English, French, German, Spanish - Spain, Czech, Polish, Portuguese, Russian","Action, Adventure, Indie","{'Adventure': 35, 'Action': 33, 'Indie': 33, 'Horror': 15, 'Atmospheric': 7, 'First-Person': 6, 'Survival Horror': 6, 'Singleplayer': 5}",1100000.0,40000000.0,1.8h,0.1h,"Feb 3, 2017",1665,8,616,0.44,5,0.81,7,11.89,True
691450,Misao: Definitive Edition,sen,PLAYISM,,1052,28,0,"0 .. 20,000",230,0,230,0,4.99,499,0,6,"English, Japanese","Adventure, Casual, Indie","{'Horror': 170, 'Indie': 141, 'RPGMaker': 127, 'Anime': 117, 'Adventure': 104, 'Pixel Graphics': 93, 'Casual': 92, '2D': 88, 'Psychological Horror': 80, 'Singleplayer': 74, 'Dark': 73, 'Violent': 71, 'Atmospheric': 69, 'Psychological': 68, 'Blood': 64, 'Surreal': 62, 'Puzzle': 61, 'Female Protagonist': 60, 'Dystopian ': 58, 'Exploration': 54}",119000.0,18000000.0,1.9h,0.4h,"Oct 25, 2017",1404,2,1080,0.9740740740740741,41,0.34,8,4.14,True
618350,Personal Disco VR,Dual Heights Software,Dual Heights Software,,30,4,0,"0 .. 20,000",0,0,0,0,8.99,899,0,0,"English, Simplified Chinese, Japanese, Russian, Swedish, Traditional Chinese","Casual, Indie","{'Indie': 31, 'Casual': 31, 'Music': 11, 'VR': 11}",6000.0,0.0,3.3h,0.4h,"Apr 6, 2017",1603,6,34,0.88,25,0.41,10,5.31,True
272330,Shadow Blade: Reload,Dead Mage,Dead Mage,,280,37,0,"20,000 .. 50,000",141,0,141,0,9.99,999,0,0,"English, French, German, Russian","Action, Indie","{'Action': 33, 'Indie': 30, 'Ninja': 28, 'Platformer': 25, 'Fast-Paced': 22}",819000.0,36000000.0,2.5h,0.1h,"Aug 10, 2015",2208,4,317,0.88,31,0.7,8,8.91,True
230820,The Night of the Rabbit,Daedalic Entertainment,Daedalic Entertainment,,2305,262,0,"200,000 .. 500,000",293,0,341,0,2.49,2499,90,22,"English, German, French, Spanish - Spain, Russian, Polish, Czech, Portuguese - Brazil, Italian","Adventure, Indie","{'Adventure': 130, 'Point & Click': 90, 'Indie': 61, 'Fantasy': 33, 'Cult Classic': 28, 'Singleplayer': 28, 'Story Rich': 28, 'Classic': 26, 'Retro': 25, 'Atmospheric': 24, 'Puzzle': 23, ""1990's"": 20, 'Remake': 16, 'Great Soundtrack': 13, 'Third Person': 7, 'Hand-drawn': 7, '2D': 5}",2000000.0,108000000.0,3.2h,0.2h,"May 28, 2013",3015,9,2567,0.8979353330736268,2,0.9,20,7.99,True
251060,Wargame: Red Dragon,Eugen Systems,Eugen Systems,,12797,1562,0,"1,000,000 .. 2,000,000",2539,478,1198,478,29.99,2999,0,899,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Japanese, Korean, Ukrainian, Traditional Chinese","Indie, Simulation, Strategy","{'Strategy': 790, 'RTS': 577, 'Military': 454, 'Realistic': 363, 'Wargame': 336, 'Cold War': 320, 'Multiplayer': 308, 'Tactical': 299, 'Real Time Tactics': 240, 'War': 227, 'Simulation': 226, 'Naval': 203, 'Alternate History': 155, 'Singleplayer': 137, 'Action': 128, 'Real-Time': 125, 'Co-op': 90, 'Difficult': 86, 'Adventure': 61, 'Epic': 60}",2000000.0,237000000.0,19.4h,0.5h,"Apr 17, 2014",2691,11,14359,0.8912180513963368,7,0.79,8,18.1,True
577420,"Double Fine Adventure: Sidequest 1 // Tim Schafer - ""My Father Told Me It Would Be...""",,,,23,3,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Documentary': 53, 'Indie': 32, 'Game Development': 30, 'Episodic': 28, 'Gaming': 28}",241000.0,1000000.0,0h,0h,"Jan 3, 2017",1696,1,26,0.88,NA,NA,NA,NA,True
909820,Songbird Symphony,Joysteak Studios,PQube Limited,,288,14,0,"20,000 .. 50,000",2,0,2,0,16.99,1699,0,0,"English, French, German, Spanish - Spain, Russian, Simplified Chinese","Adventure, Indie","{'Metroidvania': 272, 'Side Scroller': 267, 'Exploration': 264, 'Puzzle-Platformer': 261, 'Puzzle': 257, 'Rhythm': 249, 'Platformer': 244, '2D': 242, 'Cute': 238, 'Story Rich': 236, 'Pixel Graphics': 235, 'Colorful': 232, 'Family Friendly': 228, 'Atmospheric': 224, 'Adventure': 220, 'Retro': 218, 'Singleplayer': 216, 'Music': 206, 'Soundtrack': 156, 'Indie': 153}",30000.0,9000000.0,2.1h,0.8h,"Jul 25, 2019",763,6,302,0.95,2,0.58,12,12.1,True
704200,The Chronicles of Nyanya,hamstercube,No Gravity Games,,134,8,0,"0 .. 20,000",0,0,0,0,19.99,1999,0,0,"English, Polish","Adventure, Indie, RPG","{'RPG': 100, 'Adventure': 97, 'Indie': 86, 'Pixel Graphics': 54, 'JRPG': 54, 'RPGMaker': 54, 'Comedy': 46, 'Funny': 45, 'Cats': 35, 'Fantasy': 14, 'Cartoon': 13, 'Singleplayer': 12, 'Cute': 5}",90000.0,3000000.0,0.7h,0.2h,"Feb 16, 2018",1287,2,142,0.94,5,0.77,7,12.29,True
295950,新流星搜劍錄,Titans,Titans,,696,402,0,"0 .. 20,000",0,0,0,0,19.99,1999,0,0,"English, Not supported, Traditional Chinese, Simplified Chinese","Action, Adventure, Indie, Massively Multiplayer, RPG","{'Action': 39, 'RPG': 34, 'Fighting': 33, 'Massively Multiplayer': 29, 'Adventure': 27, 'Indie': 27, 'Violent': 26}",11000.0,0.0,1.5h,0h,"Dec 20, 2017",1345,4,1098,0.63,4,0.52,7,15.35,True
519829,Complete Figure Drawing Course HD: 10 - Wrapping Muscles on Mannequin Pose 9,,,,39,10,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Design & Illustration': 30, 'Tutorial': 30}",6000.0,0.0,0h,0h,"Aug 22, 2016",1830,1,49,0.8,NA,NA,NA,NA,True
525740,Slashy Hero,"The Gentlebros, General Arcade",The Gentlebros,,30,2,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian","Action, Adventure, Casual","{'Casual': 22, 'Adventure': 21}",12000.0,1000000.0,2.8h,0.1h,"Oct 18, 2016",1773,7,32,0.94,11,0.42,9,5.53,True
759260,Go All Out,Blue Sunset Games,Saurus Digital,,15,7,0,"0 .. 20,000",0,0,0,0,12.99,1299,0,0,English,"Action, Adventure, Casual, Indie, Sports","{'Action': 222, 'Fighting': 216, '3D Fighter': 212, 'Casual': 208, '4 Player Local': 203, 'Arcade': 194, '2D Fighter': 190, 'Indie': 188, 'Local Co-Op': 184, 'Platformer': 180, 'Local Multiplayer': 177, 'Spectacle fighter': 172, 'Online Co-Op': 170, 'Singleplayer': 162, 'Multiplayer': 147, 'Combat': 136, '3D': 132, 'Battle Royale': 127, 'Competitive': 119, 'Character Customization': 115}",135000.0,2000000.0,0.1h,0h,"Jun 6, 2019",812,1,22,0.68,29,0.65,8,6.82,True
702300,Number World Adventure,Notus Games Ltd,Notus Games Ltd,,7,0,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,Casual,"{'Casual': 21, 'Indie': 11, 'Puzzle': 11}",8000.0,0.0,0.4h,0h,"Sep 22, 2017",1434,1,7,1.0,35,0.47,7,3.81,True
1172050,COCKHEAD,Yoba Games,Yoba Games,,445,218,0,"20,000 .. 50,000",10,0,10,0,6.99,699,0,1,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Action, Adventure, Casual, Indie, Simulation, Sports","{'Casual': 916, 'Indie': 903, 'Adventure': 837, 'Action': 592, '2D': 326, 'Anime': 307, 'Puzzle': 126, 'Mature': 96, 'Hentai': 24, 'Simulation': 22, 'Cartoony': 21, 'Sports': 19, 'Hand-drawn': 19, 'Cartoon': 17, 'Side Scroller': 16, 'Retro': 16, 'Platformer': 16, 'Singleplayer': 14, 'Bullet Hell': 14, 'Family Friendly': 14}",49000.0,23000000.0,3.1h,1.5h,"Sep 27, 2020",333,29,663,0.67,12,0.34,11,5.81,True
400030,Cloney,dotBunny,dotBunny,,135,115,0,"100,000 .. 200,000",0,0,0,0,0.0,0,0,0,English,"Casual, Free to Play, Indie","{'Free to Play': 69, 'Casual': 43, 'Indie': 39}",410000.0,10000000.0,1.7h,0.2h,"Jan 19, 2016",2049,1,250,0.54,0,0,0,0,True
1263860,Football Manager 2021 Touch,Sports Interactive,SEGA,,438,68,0,"20,000 .. 50,000",572,2129,1065,2129,29.99,2999,0,1301,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","Simulation, Sports","{'Simulation': 67, 'Sports': 62, 'Management': 38, 'Singleplayer': 35, 'Football': 31}",151000.0,15000000.0,4.6h,0.7h,"Nov 30, 2020",269,17,506,0.87,2,0.55,16,21.74,True
887340,Owl Watch,Agelvik,Agelvik,,91,26,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,English,"Action, Adventure, Casual, Indie","{'Indie': 32, 'Casual': 32, 'Action': 31, 'Adventure': 31, 'Nature': 25, 'Short': 14, 'Fantasy': 12, 'Exploration': 12, 'Third Person': 11, 'Singleplayer': 11, 'Colorful': 11, 'Great Soundtrack': 10, 'Walking Simulator': 10, 'Controller': 10, 'Atmospheric': 9}",0.0,0.0,0h,0h,"Nov 12, 2018",1018,1,117,0.78,21,0.35,8,1.33,True
572967,ReLIFE: Rift,,,,67,2,0,"0 .. 20,000",18,0,18,0,0.0,0,0,0,"English, Japanese",,"{'Anime': 37, 'Episodic': 29, 'Romance': 11, 'Comedy': 8}",10000.0,0.0,0.5h,0h,"Mar 30, 2017",1610,2,69,0.97,1,0.3,14,1.79,True
493980,Green Ranch,Palaplay,Immanitas Entertainment,,28,10,0,"0 .. 20,000",0,0,0,0,5.99,599,0,0,"English, Russian, French, Italian, German, Spanish - Spain, Dutch, Portuguese, Portuguese - Brazil",Casual,"{'Casual': 29, 'Time Management': 6}",365000.0,17000000.0,2.5h,0.2h,"Oct 21, 2016",1770,9,38,0.74,3,0.69,11,3.92,True
1515950,Capcom Arcade Stadium,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,439,815,0,"100,000 .. 200,000",3,0,5,0,15.1,1510,0,12,"English, French, Italian, German, Spanish - Spain, Thai, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","Action, Free to Play","{'Action': 75, 'Arcade': 50, '2D Platformer': 41, 'Free to Play': 38, '2D Fighter': 38, ""Beat 'em up"": 36, '2D': 31, ""1990's"": 31, '1980s': 27, '3D': 26, 'Singleplayer': 25, 'Local Co-Op': 22, 'Local Multiplayer': 21, '4 Player Local': 16, 'Retro': 7}",681000.0,74000000.0,0.4h,0.1h,"May 24, 2021",94,12,1254,0.35,0,0,0,0,True
953840,Apollo 11 VR HD,Immersive VR Education Ltd.,Immersive VR Education Ltd.,,166,41,0,"20,000 .. 50,000",58,0,58,0,9.99,999,0,2,English,"Adventure, Simulation","{'Simulation': 24, 'Adventure': 21, 'VR': 10, 'Space': 6}",39000.0,5000000.0,0.4h,0.1h,"Nov 23, 2018",1007,1,207,0.8,12,0.5,8,7.59,True
853830,Great Mountain Experience,Ncube Inc.,Ncube Inc.,,3,8,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Simulation","{'Casual': 21, 'Simulation': 21, 'VR': 8}",99000.0,0.0,0.1h,0h,"May 31, 2018",1183,1,11,0.27,1,0.3,2,1.46,True
722370,Funball Games VR,"Daniel Rychlý, Milan Matonok",Fungamesvr,,7,0,0,"0 .. 20,000",0,0,0,0,0.75,199,62,0,English,"Action, Casual, Indie, Sports","{'Action': 31, 'Indie': 31, 'Casual': 31, 'Sports': 31, 'VR': 7, 'VR Only': 1}",95000.0,1000000.0,0.2h,0h,"Oct 31, 2017",1395,1,7,1.0,14,0.41,13,1.6,True
627201,Dan Vs.: Dancing,,,,2,0,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,,{'Episodic': 22},2000.0,0.0,0h,0h,"Dec 13, 2017",1352,1,2,1.0,0,0,0,2.99,True
296150,G-Ball,Genee Network,Genee Network,,26,58,0,"0 .. 20,000",5,0,5,0,0.99,99,0,0,English,"Action, Indie, Simulation, Sports","{'Sports': 23, 'Simulation': 22, 'Action': 21, 'Indie': 21}",268000.0,2000000.0,0.6h,0h,"May 28, 2014",2647,1,84,0.31,3,0.48,7,2.73,True
415850,BAD END,Arai Koh Create Office,YOX-Project,,293,56,0,"20,000 .. 50,000",219,0,219,0,4.99,499,0,0,"English, Japanese","Adventure, Casual, Indie","{'Indie': 134, 'Visual Novel': 129, 'Adventure': 126, 'Horror': 125, 'Anime': 123, 'Mystery': 119, 'Multiple Endings': 113, 'Story Rich': 111, 'Interactive Fiction': 101, 'Choose Your Own Adventure': 94, 'Colorful': 86, 'Cute': 76, 'Memes': 67, 'Psychological': 60, 'Psychological Horror': 56, 'Casual': 50, 'Supernatural': 44, 'Short': 42, 'Singleplayer': 40}",496000.0,39000000.0,6h,0.3h,"Nov 25, 2015",2101,2,349,0.84,31,0.44,8,1.99,True
1130410,Cyber Hook,Blazing Stick,Graffiti Games,,850,39,0,"20,000 .. 50,000",46,0,89,0,14.99,1499,0,13,"English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Action, Indie","{'Indie': 243, 'Action': 231, '3D Platformer': 230, 'Parkour': 222, 'Time Attack': 217, 'First-Person': 212, 'Singleplayer': 211, 'Fast-Paced': 208, 'Platformer': 196, 'Retro': 190, 'FPS': 181, '1980s': 172, 'Arcade': 163, 'Racing': 160, 'Shooter': 148, 'Precision Platformer': 139, '3D': 135, 'Colorful': 127, 'Minimalist': 120, 'Old School': 109}",728000.0,76000000.0,0.5h,0.2h,"Sep 24, 2020",339,7,889,0.9561304836895388,2,0.5,13,11.24,True
839500,血战夹皮沟,不想上班工作室™,大沃电艺,,77,51,0,"0 .. 20,000",151,0,151,0,9.99,999,0,0,"English, Not supported, Simplified Chinese","Action, Indie, RPG, Strategy","{'RPG': 34, 'Strategy': 33, 'Action': 33, 'Indie': 32, 'Violent': 31, 'Gore': 30, 'Early Access': 27, 'Survival': 12, 'Base-Building': 12, 'Sandbox': 11, 'Trading': 10, 'Historical': 9}",3000.0,0.0,0.1h,0h,"Dec 14, 2019",624,3,128,0.6015625,4,0.1,10,9.49,True
991600,Rabbit Burn,Bio Sapiens,Eroge Japan,,0,0,0,"0 .. 20,000",54,0,58,0,14.99,1499,0,3,"Japanese, English, Simplified Chinese, Traditional Chinese","Action, Casual, Indie",[],49000.0,13000000.0,2.2h,0.6h,"May 17, 2019",832,4,0,0,24,0.41,9,11.9,True
317290,Bionic Heart 2,Winter Wolves,Winter Wolves,,22,18,0,"20,000 .. 50,000",0,0,0,0,14.99,1499,0,0,English,"Adventure, Indie","{'Indie': 188, 'Visual Novel': 182, 'Sci-fi': 179, 'Anime': 176, 'Choices Matter': 173, 'Robots': 165, 'Cyberpunk': 161, 'Futuristic': 159, 'Adventure': 157, 'Singleplayer': 154, 'Nudity': 150, 'Choose Your Own Adventure': 145, 'Dark': 141, 'Science': 137, 'Female Protagonist': 135, 'Multiple Endings': 131, 'Mature': 117, 'Interactive Fiction': 103, 'Dating Sim': 101, '2D': 95}",368000.0,7000000.0,2.4h,0h,"Sep 22, 2014",2530,1,40,0.55,49,0.42,8,11.84,True
676700,Heroes of Delum,Delum Studios,Delum Studios,,30,6,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,"English, French, German","Action, Indie, Strategy","{'Strategy': 43, 'Indie': 33, 'Action': 32, 'Co-op': 20, 'Tower Defense': 5}",131000.0,1000000.0,0.2h,0h,"Jan 19, 2018",1315,3,36,0.83,14,0.63,9,4.78,True
233700,Sword of the Stars: The Pit,Kerberos Productions Inc.,Kerberos Productions Inc.,,1199,183,0,"100,000 .. 200,000",359,0,385,0,9.99,999,0,16,English,"Casual, Indie, RPG, Strategy","{'Traditional Roguelike': 458, 'Rogue-like': 355, 'RPG': 165, 'Indie': 144, 'Sci-fi': 139, 'Strategy': 97, 'Turn-Based': 93, 'Crafting': 73, 'Grid-Based Movement': 59, '2D': 55, 'Difficult': 55, 'Resource Management': 52, 'Casual': 45, 'Inventory Management': 44, 'Singleplayer': 35, 'Perma Death': 31, 'Procedural Generation': 22, 'Survival': 18, 'Replay Value': 17, 'Turn-Based Strategy': 11}",1200000.0,65000000.0,6.2h,0.1h,"Feb 21, 2013",3108,1,1382,0.87,30,0.7,7,7.42,True
923350,Sakura Day Mahjong,Creobit,8floor,,6,2,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, French, German, Russian",Casual,{'Casual': 21},35000.0,0.0,0.1h,0h,"Sep 20, 2018",1071,4,8,0.75,28,0.87,6,2.81,True
1070020,我的纸片人女友/Make butter together!,"G+工程团, 橘子班",PeriScope Game,,529,36,0,"0 .. 20,000",0,0,0,0,6.99,699,0,4,"English, Not supported, Simplified Chinese","Adventure, Casual, Indie, RPG","{'Casual': 44, 'Adventure': 43, 'Indie': 41, 'RPG': 39, 'Anime': 15, 'Visual Novel': 9}",14000.0,1000000.0,1.4h,0.1h,"Jul 9, 2019",782,3,565,0.9362831858407079,21,0.37,7,5.68,True
333760,Vintage Year,Nooner Bear Studio LLC,Nooner Bear Studio LLC,,67,18,0,"20,000 .. 50,000",69,0,69,0,3.99,399,0,0,"English, French, Italian, German, Spanish - Spain, Danish","Action, Indie","{'Action': 39, 'Indie': 37, 'Top-Down Shooter': 16, 'Fast-Paced': 14, 'Rogue-lite': 9, 'Pixel Graphics': 8, 'Rogue-like': 6}",518000.0,11000000.0,1.9h,0h,"Jan 2, 2015",2428,6,85,0.79,7,0.53,8,2.78,True
767410,MightyIronBall,Achisoft,Achisoft,,2,0,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,"English, French, Spanish - Spain","Action, Casual, Indie","{'Action': 31, 'Indie': 31, 'Casual': 31, 'Platformer': 10}",13000.0,0.0,0.2h,0.2h,"Dec 28, 2017",1337,3,2,1.0,12,0.37,8,0.81,True
353980,Ankh - Anniversary Edition,Deck13,Deck13,,67,16,0,"20,000 .. 50,000",0,0,0,0,2.39,799,70,0,"English, German",Adventure,"{'Adventure': 32, 'Point & Click': 22, 'Singleplayer': 19, 'Third Person': 18, 'Comedy': 17, 'Classic': 14, 'Puzzle': 13, 'Dark Humor': 13, 'Great Soundtrack': 12, 'Atmospheric': 11}",296000.0,13000000.0,2.8h,0.1h,"May 21, 2015",2289,2,83,0.81,26,0.78,8,4.93,True
584021,Ghost In The Shell: Stand Alone Complex: Reversal,,,,27,7,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,"English, Japanese",,"{'Episodic': 29, 'Anime': 22, 'Action-Adventure': 14, 'Cyberpunk': 13, 'Sci-fi': 12}",18000.0,0.0,0h,0h,"Mar 30, 2017",1613,2,34,0.7941176470588235,0,0,0,2.99,True
343570,Rainbow Hero,Pixel Elephant,Bigger Boat,,23,3,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Casual, Indie","{'Indie': 56, 'Casual': 56, 'Puzzle': 28, 'Sokoban': 26}",91000.0,1000000.0,0.6h,0.1h,"Mar 19, 2015",2352,1,26,0.88,12,0.65,8,2.55,True
245370,Etherium,Tindalos Interactive,Focus Home Interactive,,334,542,0,"100,000 .. 200,000",229,0,284,0,9.99,999,0,1,"English, French, Italian, German, Spanish - Spain, Polish, Russian",Strategy,"{'Sci-fi': 101, 'Strategy': 93, 'RTS': 46, 'Multiplayer': 35, 'Space': 33, '4X': 17, 'Singleplayer': 13, 'Action': 12}",473000.0,10000000.0,2.5h,0.1h,"Mar 25, 2015",2346,7,876,0.38,1,0.8,13,5.99,True
841140,Square Head Zombies 2 - FPS Game,Fabio Cunha,Fabio Cunha,,18,27,0,"0 .. 20,000",1,0,1,0,1.19,1199,90,0,English,"Action, Adventure, Casual, Indie","{'FPS': 154, 'Casual': 148, 'Shooter': 145, 'Action-Adventure': 142, '3D': 139, 'First-Person': 131, 'Action': 129, 'Pixel Graphics': 127, 'Zombies': 122, 'Military': 118, 'Adventure': 110, 'Old School': 105, 'Retro': 102, 'Combat': 99, 'Singleplayer': 94, 'Short': 92, 'Early Access': 89, 'Gore': 84, 'Indie': 71, 'Sequel': 63}",219000.0,6000000.0,0.2h,0h,"Jul 30, 2019",758,1,45,0.4,33,0.89,12,5.66,True
343800,Shadowgate: MacVenture Series,Zojoi,Zojoi,,34,22,0,"50,000 .. 100,000",0,0,0,0,2.99,299,0,0,English,"Adventure, Indie","{'Adventure': 34, 'Indie': 23, 'Point & Click': 16, 'Classic': 14, 'Pixel Graphics': 11, 'Difficult': 10, 'Dark Fantasy': 10, 'First-Person': 9, '1980s': 8, 'Gothic': 7, 'Atmospheric': 7}",690000.0,20000000.0,1.7h,0.1h,"Jan 26, 2015",2407,1,56,0.6071428571428571,0,0,0,0,True
621880,Phoenix Dynasty 2,Ntroy LTD,Ntroy LTD,,162,230,0,"50,000 .. 100,000",306,0,307,0,0.0,0,0,0,"English, Turkish, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Portuguese","Action, Free to Play, Massively Multiplayer, RPG","{'Massively Multiplayer': 55, 'Free to Play': 48, 'MMORPG': 48, 'RPG': 38, 'Action': 36, 'PvP': 26, 'Anime': 14, 'Early Access': 12}",218000.0,5000000.0,1.1h,0h,"Jun 8, 2018",1178,6,392,0.413265306122449,0,0,0,10.99,True
373120,Bernie Needs Love,Protomni Multimedia,Protomni Multimedia,,11,11,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,"Action, Adventure, Casual, Indie, Early Access","{'Action': 21, 'Adventure': 21, 'Indie': 21, 'Early Access': 21, 'Casual': 21, 'Platformer': 10}",340000.0,2000000.0,0.1h,0h,"Aug 21, 2015",2197,1,22,0.5,16,0.55,8,2.17,True
519788,Complete Figure Drawing Course HD: 175 - The Muscles of the Pelvis & Leg - Part 9,,,,40,10,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Design & Illustration': 30, 'Tutorial': 30}",6000.0,0.0,0h,0h,"Aug 22, 2016",1830,1,50,0.8,NA,NA,NA,NA,True
305760,Redirection,Daniel Ratcliffe,Daniel Ratcliffe,,134,5,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,English,"Casual, Indie","{'Indie': 34, 'Casual': 24, 'Puzzle': 20, 'Space': 17, 'Robots': 15, 'Sci-fi': 14, 'Cute': 12, 'Great Soundtrack': 8}",190000.0,28000000.0,2.2h,0.6h,"Oct 24, 2016",1767,1,139,0.96,10,0.58,9,5.14,True
515560,The Hunger Games: Catching Fire: Battling the Clock Arena,Lionsgate,Lionsgate,,0,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,[],1000.0,0.0,0h,0h,"Sep 13, 2016",1808,1,0,0,NA,NA,NA,NA,True
615180,Firewood,Frymore,Frymore,,103,31,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Turkish","Adventure, Casual, Indie","{'Indie': 46, 'Adventure': 44, 'Casual': 43, 'Horror': 18, 'Psychological Horror': 17, 'Pixel Graphics': 17, '2D': 16, 'Puzzle': 13, 'Story Rich': 13, 'Great Soundtrack': 12}",295000.0,15000000.0,2.8h,0.2h,"Jul 31, 2017",1487,2,134,0.77,32,0.66,8,3.35,True
108110,Starpoint Gemini,Little Green Men Games,Little Green Men Games,,43,89,0,"100,000 .. 200,000",10,0,10,0,13.99,1399,0,0,"English, German","RPG, Simulation","{'RPG': 48, 'Simulation': 48, 'Space': 27, 'Sci-fi': 19, 'Space Sim': 13, 'Indie': 10}",371000.0,3000000.0,0.4h,0h,"Feb 16, 2012",3482,2,132,0.32575757575757575,15,0.8,7,8.39,True
584280,Airport Master,STICLI Games,STICLI Games,,12,41,0,"0 .. 20,000",0,0,0,0,14.99,1499,0,0,English,"Simulation, Strategy, Early Access","{'Early Access': 22, 'Strategy': 21, 'Simulation': 21, 'Management': 11}",1000.0,0.0,2h,0h,"Feb 17, 2017",1651,1,53,0.23,0,0,0,14.99,True
708680,Octopus Bar,Thomas Meduri,VRNOVO,,100,8,0,"20,000 .. 50,000",0,0,0,0,0.0,0,0,1,English,"Action, Adventure, Casual, Free to Play, Indie, Early Access","{'Free to Play': 23, 'Indie': 23, 'Action': 22, 'Casual': 22, 'Adventure': 21, 'Early Access': 21, 'VR': 16}",193000.0,11000000.0,1.3h,0.1h,"Sep 22, 2017",1434,1,108,0.93,0,0,0,0,True
